"","Ref..No.","Location","Name","Accession.Number","event","value","DOY","year","gdd"
"3318",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","Peak bloom","1998-03-22",81,1998,176.69
"3319",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","Peak bloom","1999-04-14",104,1999,128.05
"3320",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","Peak bloom","2000-04-12",103,2000,145.46
"3321",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","Peak bloom","2002-04-10",100,2002,117.95
"3322",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","Peak bloom","2004-03-24",84,2004,137.2
"3323",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","Peak bloom","2005-03-13",72,2005,142.62
"3324",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","Peak bloom","2007-04-01",91,2007,141.4
"3325",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","Peak bloom","2008-04-16",107,2008,123.15
"3326",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","Peak bloom","2009-04-11",101,2009,70.41
"3327",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","1991-04-14",104,1991,125.57
"3328",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","1992-03-22",82,1992,179.05
"3329",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","1993-04-10",100,1993,140.14
"3330",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","2004-04-03",94,2004,173.6
"3331",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","1995-03-22",81,1995,128.74
"3332",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","1996-03-24",84,1996,120.64
"3333",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","1997-04-13",103,1997,137.69
"3334",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","1998-03-22",81,1998,176.69
"3335",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","1999-04-11",101,1999,117.26
"3336",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","2001-04-08",98,2001,99.77
"3337",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","2002-04-14",104,2002,140.8
"3338",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","2003-03-30",89,2003,155.47
"3339",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","2004-03-24",84,2004,137.2
"3340",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","2005-03-13",72,2005,142.62
"3341",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","2006-04-02",92,2006,128.97
"3342",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","2007-04-11",101,2007,176.54
"3343",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","2008-04-20",111,2008,127.65
"3344",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First tepal drop","2009-04-22",112,2009,123.81
"3345",40,"D2","M. biondii","024459-0330-1984","First tepal drop","1993-03-24",83,1993,91.45
"3346",40,"D2","M. biondii","024459-0330-1984","First tepal drop","2004-03-23",83,2004,133.26
"3347",40,"D2","M. biondii","024459-0330-1984","First tepal drop","1995-03-19",78,1995,121.65
"3348",40,"D2","M. biondii","024459-0330-1984","First tepal drop","1996-03-24",84,1996,120.64
"3349",40,"D2","M. biondii","024459-0330-1984","First tepal drop","1997-04-06",96,1997,109.64
"3350",40,"D2","M. biondii","024459-0330-1984","First tepal drop","1998-03-25",84,1998,190.34
"3351",40,"D2","M. biondii","024459-0330-1984","First tepal drop","1999-04-04",94,1999,99.87
"3352",40,"D2","M. biondii","024459-0330-1984","First tepal drop","2000-04-09",100,2000,128.11
"3353",40,"D2","M. biondii","024459-0330-1984","First tepal drop","2001-04-11",101,2001,105.22
"3354",40,"D2","M. biondii","024459-0330-1984","First tepal drop","2002-04-14",104,2002,140.8
"3355",40,"D2","M. biondii","024459-0330-1984","First tepal drop","2003-04-06",96,2003,167.01
"3356",44,"D5","M. campbellii","010878-0156-1974","First tepal drop","1991-04-04",94,1991,101.58
"3357",44,"D5","M. campbellii","010878-0156-1974","First tepal drop","1993-04-04",94,1993,118.25
"3358",44,"D5","M. campbellii","010878-0156-1974","First tepal drop","2004-03-23",83,2004,133.26
"3359",44,"D5","M. campbellii","010878-0156-1974","First tepal drop","1995-03-22",81,1995,128.74
"3360",44,"D5","M. campbellii","010878-0156-1974","First tepal drop","1996-04-14",105,1996,212.37
"3361",44,"D5","M. campbellii","010878-0156-1974","First tepal drop","1997-04-06",96,1997,109.64
"3362",44,"D5","M. campbellii","010878-0156-1974","First tepal drop","1999-04-11",101,1999,117.26
"3363",44,"D5","M. campbellii","010878-0156-1974","First tepal drop","2000-04-05",96,2000,114.87
"3364",44,"D5","M. campbellii","010878-0156-1974","First tepal drop","2001-04-04",94,2001,94.07
"3365",44,"D5","M. campbellii","010878-0156-1974","First tepal drop","2002-04-14",104,2002,140.8
"3366",44,"D5","M. campbellii","010878-0156-1974","First tepal drop","2003-03-23",82,2003,135.13
"3367",44,"D5","M. campbellii","010878-0156-1974","First tepal drop","2004-03-21",81,2004,120.31
"3368",44,"D5","M. campbellii","010878-0156-1974","First tepal drop","2005-03-09",68,2005,125.92
"3369",44,"D5","M. campbellii","010878-0156-1974","First tepal drop","2006-03-26",85,2006,103.14
"3370",44,"D5","M. campbellii","010878-0156-1974","First tepal drop","2007-04-08",98,2007,166.59
"3371",44,"D5","M. campbellii","010878-0156-1974","First tepal drop","2008-04-09",100,2008,93.82
"3372",44,"D5","M. campbellii","010878-0156-1974","First tepal drop","2009-04-22",112,2009,123.81
"3373",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First tepal drop","1992-03-22",82,1992,179.05
"3374",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First tepal drop","1993-04-07",97,1993,126.85
"3375",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First tepal drop","2004-04-06",97,2004,188.54
"3376",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First tepal drop","1995-03-22",81,1995,128.74
"3377",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First tepal drop","1996-04-10",101,1996,190.27
"3378",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First tepal drop","1997-04-13",103,1997,137.69
"3379",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First tepal drop","1998-03-22",81,1998,176.69
"3380",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First tepal drop","1999-03-31",90,1999,97.94
"3381",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First tepal drop","2000-04-05",96,2000,114.87
"3382",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First tepal drop","2001-04-01",91,2001,90.17
"3383",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First tepal drop","2002-04-10",100,2002,117.95
"3384",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First tepal drop","2004-03-28",88,2004,151.45
"3385",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First tepal drop","2005-03-09",68,2005,125.92
"3386",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First tepal drop","2006-03-26",85,2006,103.14
"3387",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First tepal drop","2007-03-21",80,2007,114.89
"3388",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First tepal drop","2008-04-13",104,2008,113.36
"3389",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First tepal drop","2000-04-12",103,2000,145.46
"3390",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First tepal drop","2001-04-08",98,2001,99.77
"3391",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First tepal drop","2002-04-17",107,2002,146.79
"3392",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First tepal drop","2003-03-23",82,2003,135.13
"3393",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First tepal drop","2004-03-24",84,2004,137.2
"3394",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First tepal drop","2005-03-13",72,2005,142.62
"3395",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First tepal drop","2006-04-02",92,2006,128.97
"3396",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First tepal drop","2007-04-11",101,2007,176.54
"3397",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First tepal drop","2008-04-20",111,2008,127.65
"3398",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First tepal drop","2009-05-03",123,2009,184.79
"3399",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","First tepal drop","2000-04-09",100,2000,128.11
"3400",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","First tepal drop","2003-04-09",99,2003,179.4
"3401",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","First tepal drop","2004-03-28",88,2004,151.45
"3402",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","First tepal drop","2005-03-16",75,2005,150.27
"3403",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","First tepal drop","2006-03-29",88,2006,111.73
"3404",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","First tepal drop","2007-03-28",87,2007,129.62
"3405",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","First tepal drop","2008-04-13",104,2008,113.36
"3406",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","First tepal drop","2009-04-29",119,2009,157.19
"3407",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","1991-04-11",101,1991,113.43
"3408",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","1992-03-25",85,1992,188.74
"3409",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","1993-04-07",97,1993,126.85
"3410",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","2004-03-30",90,2004,164.1
"3411",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","1996-04-10",101,1996,190.27
"3412",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","1997-04-06",96,1997,109.64
"3413",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","1998-03-25",84,1998,190.34
"3414",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","1999-04-07",97,1999,105.47
"3415",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","2000-04-05",96,2000,114.87
"3416",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","2001-04-04",94,2001,94.07
"3417",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","2002-04-10",100,2002,117.95
"3418",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","2003-03-16",75,2003,116.15
"3419",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","2004-03-17",77,2004,112.41
"3420",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","2005-03-13",72,2005,142.62
"3421",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","2006-03-26",85,2006,103.14
"3422",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","2007-03-28",87,2007,129.62
"3423",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","2008-04-06",97,2008,88.32
"3424",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First tepal drop","2009-04-22",112,2009,123.81
"3425",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First tepal drop","1992-03-22",82,1992,179.05
"3426",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First tepal drop","1993-04-18",108,1993,176.08
"3427",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First tepal drop","2004-04-03",94,2004,173.6
"3428",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First tepal drop","1995-03-22",81,1995,128.74
"3429",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First tepal drop","1996-03-24",84,1996,120.64
"3430",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First tepal drop","1997-04-13",103,1997,137.69
"3431",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First tepal drop","1999-04-14",104,1999,128.05
"3432",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First tepal drop","2000-04-12",103,2000,145.46
"3433",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First tepal drop","2001-04-15",105,2001,111.97
"3434",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First tepal drop","2002-04-14",104,2002,140.8
"3435",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First tepal drop","2003-03-23",82,2003,135.13
"3436",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First tepal drop","2004-03-28",88,2004,151.45
"3437",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First tepal drop","2005-03-27",86,2005,175.45
"3438",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First tepal drop","2006-04-05",95,2006,140.27
"3439",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First tepal drop","2007-04-11",101,2007,176.54
"3440",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First tepal drop","2008-04-20",111,2008,127.65
"3441",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First tepal drop","2009-04-26",116,2009,138.54
"3442",80,NA,"M. campbellii subsp. campbellii 'Betty Jessel'","028872-0618-1990","First tepal drop","2002-05-01",121,2002,204.63
"3443",80,NA,"M. campbellii subsp. campbellii 'Betty Jessel'","028872-0618-1990","First tepal drop","2005-04-10",100,2005,215.83
"3444",80,NA,"M. campbellii subsp. campbellii 'Betty Jessel'","028872-0618-1990","First tepal drop","2006-04-16",106,2006,181.75
"3445",80,NA,"M. campbellii subsp. campbellii 'Betty Jessel'","028872-0618-1990","First tepal drop","2008-04-27",118,2008,151.14
"3446",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","1991-04-14",104,1991,125.57
"3447",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","1992-03-18",78,1992,166.96
"3448",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","1993-04-14",104,1993,154.13
"3449",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","2004-04-03",94,2004,173.6
"3450",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","1995-03-22",81,1995,128.74
"3451",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","1996-03-31",91,1996,130.84
"3452",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","1997-04-06",96,1997,109.64
"3453",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","1998-04-01",91,1998,200.89
"3454",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","1999-04-14",104,1999,128.05
"3455",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","2000-04-05",96,2000,114.87
"3456",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","2001-04-08",98,2001,99.77
"3457",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","2002-04-14",104,2002,140.8
"3458",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","2003-03-30",89,2003,155.47
"3459",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","2004-03-28",88,2004,151.45
"3460",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","2005-04-03",93,2005,193.93
"3461",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","2006-04-05",95,2006,140.27
"3462",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","2007-04-18",108,2007,199.08
"3463",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","2008-04-13",104,2008,113.36
"3464",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First tepal drop","2009-04-15",105,2009,81.86
"3465",6,"A5","M. campbellii subsp. mollicomata 'Borde Hill'","021433-0016-1984","First tepal drop","1993-04-10",100,1993,140.14
"3466",6,"A5","M. campbellii subsp. mollicomata 'Borde Hill'","021433-0016-1984","First tepal drop","2004-04-03",94,2004,173.6
"3467",6,"A5","M. campbellii subsp. mollicomata 'Borde Hill'","021433-0016-1984","First tepal drop","1995-04-02",92,1995,158.37
"3468",6,"A5","M. campbellii subsp. mollicomata 'Borde Hill'","021433-0016-1984","First tepal drop","1997-04-06",96,1997,109.64
"3469",6,"A5","M. campbellii subsp. mollicomata 'Borde Hill'","021433-0016-1984","First tepal drop","1999-03-28",87,1999,96.29
"3470",6,"A5","M. campbellii subsp. mollicomata 'Borde Hill'","021433-0016-1984","First tepal drop","2000-04-05",96,2000,114.87
"3471",6,"A5","M. campbellii subsp. mollicomata 'Borde Hill'","021433-0016-1984","First tepal drop","2001-04-04",94,2001,94.07
"3472",6,"A5","M. campbellii subsp. mollicomata 'Borde Hill'","021433-0016-1984","First tepal drop","2002-04-14",104,2002,140.8
"3473",6,"A5","M. campbellii subsp. mollicomata 'Borde Hill'","021433-0016-1984","First tepal drop","2003-03-23",82,2003,135.13
"3474",6,"A5","M. campbellii subsp. mollicomata 'Borde Hill'","021433-0016-1984","First tepal drop","2004-03-24",84,2004,137.2
"3475",6,"A5","M. campbellii subsp. mollicomata 'Borde Hill'","021433-0016-1984","First tepal drop","2005-03-16",75,2005,150.27
"3476",6,"A5","M. campbellii subsp. mollicomata 'Borde Hill'","021433-0016-1984","First tepal drop","2006-03-22",81,2006,90.29
"3477",6,"A5","M. campbellii subsp. mollicomata 'Borde Hill'","021433-0016-1984","First tepal drop","2007-04-01",91,2007,141.4
"3478",6,"A5","M. campbellii subsp. mollicomata 'Borde Hill'","021433-0016-1984","First tepal drop","2008-04-06",97,2008,88.32
"3479",7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First tepal drop","2004-04-03",94,2004,173.6
"3480",7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First tepal drop","1995-03-20",79,1995,125.84
"3481",7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First tepal drop","1996-04-07",98,1996,167.88
"3482",7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First tepal drop","1997-04-07",97,1997,113.24
"3483",7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First tepal drop","1999-04-07",97,1999,105.47
"3484",7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First tepal drop","2000-04-05",96,2000,114.87
"3485",7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First tepal drop","2001-04-08",98,2001,99.77
"3486",7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First tepal drop","2002-04-10",100,2002,117.95
"3487",7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First tepal drop","2003-04-02",92,2003,162.47
"3488",7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First tepal drop","2004-03-24",84,2004,137.2
"3489",7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First tepal drop","2005-03-20",79,2005,160.02
"3490",7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First tepal drop","2006-03-26",85,2006,103.14
"3491",7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First tepal drop","2007-04-01",91,2007,141.4
"3492",7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First tepal drop","2008-04-09",100,2008,93.82
"3493",73,"A2","M. cylindrica","021434-0021-1982","First tepal drop","1991-04-21",111,1991,165.21
"3494",73,"A2","M. cylindrica","021434-0021-1982","First tepal drop","1992-03-28",88,1992,197.69
"3495",73,"A2","M. cylindrica","021434-0021-1982","First tepal drop","1993-04-18",108,1993,176.08
"3496",73,"A2","M. cylindrica","021434-0021-1982","First tepal drop","2004-04-10",101,2004,210.64
"3497",73,"A2","M. cylindrica","021434-0021-1982","First tepal drop","1995-04-05",95,1995,171.27
"3498",73,"A2","M. cylindrica","021434-0021-1982","First tepal drop","1997-04-20",110,1997,170.12
"3499",73,"A2","M. cylindrica","021434-0021-1982","First tepal drop","1998-04-01",91,1998,200.89
"3500",73,"A2","M. cylindrica","021434-0021-1982","First tepal drop","1999-04-18",108,1999,153.18
