"","...1","Ref..No.","Location","Name","Accession.Number","event","value","DOY","year","gdd","spName","cultivarName"
"1399",1399,50,"D5•","M. campbellii","1978-0361.01","First green seen",2018-04-08,98,2018,122.52,"M. campbellii","botanical species"
"1400",1400,53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First green seen",2018-04-11,101,2018,135.11,"M. sprengeri","'Wakehurst'"
"1401",1401,54,"F6•","M. 'Barbara Cook'","1981-0280.01","First green seen",2018-04-08,98,2018,122.52,"M. dawsoniana","'Barbara Cook'"
"1402",1402,63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First green seen",2018-04-08,98,2018,122.52,"M. dawsoniana","'Clarke'"
"1403",1403,66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First green seen",2018-04-25,115,2018,190.43,"M. sargentiana","'Chyverton Dark'"
"1404",1404,67,"E7•","M. campbellii","1979-0244.01","First green seen",2018-04-11,101,2018,135.11,"M. campbellii","botanical species"
"1405",1405,71,"BC•","M. zenii","1986-0146.01","First green seen",2018-04-15,105,2018,148.11,"M. zenii","botanical species"
"1406",1406,73,"A2•","M. cylindrica","1982-0947.01","First green seen",2018-04-11,101,2018,135.11,"M. cylindrica","botanical species"
"1407",1407,75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First green seen",2018-04-08,98,2018,122.52,"M. denudata","'Wada's Japanese Clone'"
"1408",1408,76,"G6•","M. cylindrica","1992-0484.02","First green seen",2018-04-25,115,2018,190.43,"M. cylindrica","botanical species"
"1409",1409,78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First green seen",2018-04-08,98,2018,122.52,"M. sprengeri","'Eric Savill'"
"1410",1410,2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First bud colour",2019-03-24,83,2019,66.62,"M. sprengeri","'Diva'"
"1411",1411,3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First bud colour",2019-03-20,79,2019,47.93,"M. sargentiana","'Blood Moon'"
"1412",1412,6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","First bud colour",2019-04-17,107,2019,163.69,"M. campbellii","'Borde Hill'"
"1413",1413,7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","First bud colour",2019-03-27,86,2019,75.41,"M. campbellii","'Lanarth'"
"1414",1414,16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First bud colour",2019-03-31,90,2019,92.16,"M. dawsoniana","'Chyverton Red'"
"1415",1415,22,"DB•","M. sprengeri","1980-0041.01","First bud colour",2019-03-24,83,2019,66.62,"M. sprengeri","botanical species"
"1416",1416,28,"H3•","M. campbellii","1983-0456.01","First bud colour",2019-03-31,90,2019,92.16,"M. campbellii","botanical species"
"1417",1417,34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First bud colour",2019-03-31,90,2019,92.16,"M. sprengeri","'Claret Cup'"
"1418",1418,38,"D2•","M. sargentiana","1982-1437.04","First bud colour",2019-03-20,79,2019,47.93,"M. sargentiana","botanical species"
"1419",1419,39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First bud colour",2019-03-27,86,2019,75.41,"M. denudata","'Forrest's Pink'"
"1420",1420,53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First bud colour",2019-03-31,90,2019,92.16,"M. sprengeri","'Wakehurst'"
"1421",1421,54,"F6•","M. 'Barbara Cook'","1981-0280.01","First bud colour",2019-03-24,83,2019,66.62,"M. dawsoniana","'Barbara Cook'"
"1422",1422,63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First bud colour",2019-03-27,86,2019,75.41,"M. dawsoniana","'Clarke'"
"1423",1423,66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First bud colour",2019-04-03,93,2019,107.31,"M. sargentiana","'Chyverton Dark'"
"1424",1424,67,"E7•","M. campbellii","1979-0244.01","First bud colour",2019-03-31,90,2019,92.16,"M. campbellii","botanical species"
"1425",1425,71,"BC•","M. zenii","1986-0146.01","First bud colour",2019-03-20,79,2019,47.93,"M. zenii","botanical species"
"1426",1426,73,"A2•","M. cylindrica","1982-0947.01","First bud colour",2019-03-07,66,2019,28.94,"M. cylindrica","botanical species"
"1427",1427,75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First bud colour",2019-04-03,93,2019,107.31,"M. denudata","'Wada's Japanese Clone'"
"1428",1428,76,"G6•","M. cylindrica","1992-0484.02","First bud colour",2019-04-14,104,2019,153.04,"M. cylindrica","botanical species"
"1429",1429,78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First bud colour",2019-03-07,66,2019,28.94,"M. sprengeri","'Eric Savill'"
"1430",1430,2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First flower fully open",2019-03-27,86,2019,75.41,"M. sprengeri","'Diva'"
"1431",1431,3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First flower fully open",2019-03-24,83,2019,66.62,"M. sargentiana","'Blood Moon'"
"1432",1432,7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","First flower fully open",2019-04-03,93,2019,107.31,"M. campbellii","'Lanarth'"
"1433",1433,14,"C7•","M. sargentiana","1988-0065.01","First flower fully open",2019-03-24,83,2019,66.62,"M. sargentiana","botanical species"
"1434",1434,16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First flower fully open",2019-04-07,97,2019,129.3,"M. dawsoniana","'Chyverton Red'"
"1435",1435,22,"DB•","M. sprengeri","1980-0041.01","First flower fully open",2019-03-27,86,2019,75.41,"M. sprengeri","botanical species"
"1436",1436,27,"H3•","M. campbellii","1982-0939.06","First flower fully open",2019-04-03,93,2019,107.31,"M. campbellii","botanical species"
"1437",1437,28,"H3•","M. campbellii","1983-0456.01","First flower fully open",2019-04-03,93,2019,107.31,"M. campbellii","botanical species"
"1438",1438,29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","First flower fully open",2019-04-24,114,2019,203.38,"M. campbellii (Alba Group)","'Ethel Hillier'"
"1439",1439,34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First flower fully open",2019-04-03,93,2019,107.31,"M. sprengeri","'Claret Cup'"
"1440",1440,38,"D2•","M. sargentiana","1982-1437.04","First flower fully open",2019-03-24,83,2019,66.62,"M. sargentiana","botanical species"
"1441",1441,39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First flower fully open",2019-03-27,86,2019,75.41,"M. denudata","'Forrest's Pink'"
"1442",1442,44,"D6•","M. campbellii","1974-1054.01","First flower fully open",2019-04-10,100,2019,141.54,"M. campbellii","botanical species"
"1443",1443,50,"D5•","M. campbellii","1978-0361.01","First flower fully open",2019-03-31,90,2019,92.16,"M. campbellii","botanical species"
"1444",1444,53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First flower fully open",2019-04-07,97,2019,129.3,"M. sprengeri","'Wakehurst'"
"1445",1445,54,"F6•","M. 'Barbara Cook'","1981-0280.01","First flower fully open",2019-03-24,83,2019,66.62,"M. dawsoniana","'Barbara Cook'"
"1446",1446,63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First flower fully open",2019-04-03,93,2019,107.31,"M. dawsoniana","'Clarke'"
"1447",1447,66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First flower fully open",2019-04-07,97,2019,129.3,"M. sargentiana","'Chyverton Dark'"
"1448",1448,67,"E7•","M. campbellii","1979-0244.01","First flower fully open",2019-03-31,90,2019,92.16,"M. campbellii","botanical species"
"1449",1449,71,"BC•","M. zenii","1986-0146.01","First flower fully open",2019-03-20,79,2019,47.93,"M. zenii","botanical species"
"1450",1450,73,"A2•","M. cylindrica","1982-0947.01","First flower fully open",2019-03-07,66,2019,28.94,"M. cylindrica","botanical species"
"1451",1451,76,"G6•","M. cylindrica","1992-0484.02","First flower fully open",2019-04-21,111,2019,187.14,"M. cylindrica","botanical species"
"1452",1452,78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First flower fully open",2019-03-20,79,2019,47.93,"M. sprengeri","'Eric Savill'"
"1453",1453,83,"E8•","M. conifera","1998-0507.02","First flower fully open",2019-06-19,170,2019,NA,"M. conifera","botanical species"
"1454",1454,2,"AC•","M. sprengeri 'Diva'","1982-0954.03","Peak bloom",2019-04-07,97,2019,129.3,"M. sprengeri","'Diva'"
"1455",1455,3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","Peak bloom",2019-04-07,97,2019,129.3,"M. sargentiana","'Blood Moon'"
"1456",1456,7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","Peak bloom",2019-04-03,93,2019,107.31,"M. campbellii","'Lanarth'"
"1457",1457,14,"C7•","M. sargentiana","1988-0065.01","Peak bloom",2019-03-31,90,2019,92.16,"M. sargentiana","botanical species"
"1458",1458,16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","Peak bloom",2019-04-07,97,2019,129.3,"M. dawsoniana","'Chyverton Red'"
"1459",1459,22,"DB•","M. sprengeri","1980-0041.01","Peak bloom",2019-04-07,97,2019,129.3,"M. sprengeri","botanical species"
"1460",1460,27,"H3•","M. campbellii","1982-0939.06","Peak bloom",2019-04-07,97,2019,129.3,"M. campbellii","botanical species"
"1461",1461,28,"H3•","M. campbellii","1983-0456.01","Peak bloom",2019-04-14,104,2019,153.04,"M. campbellii","botanical species"
"1462",1462,34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","Peak bloom",2019-04-07,97,2019,129.3,"M. sprengeri","'Claret Cup'"
"1463",1463,38,"D2•","M. sargentiana","1982-1437.04","Peak bloom",2019-03-31,90,2019,92.16,"M. sargentiana","botanical species"
"1464",1464,39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","Peak bloom",2019-04-03,93,2019,107.31,"M. denudata","'Forrest's Pink'"
"1465",1465,50,"D5•","M. campbellii","1978-0361.01","Peak bloom",2019-04-03,93,2019,107.31,"M. campbellii","botanical species"
"1466",1466,53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","Peak bloom",2019-04-07,97,2019,129.3,"M. sprengeri","'Wakehurst'"
"1467",1467,54,"F6•","M. 'Barbara Cook'","1981-0280.01","Peak bloom",2019-03-31,90,2019,92.16,"M. dawsoniana","'Barbara Cook'"
"1468",1468,63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","Peak bloom",2019-04-03,93,2019,107.31,"M. dawsoniana","'Clarke'"
"1469",1469,66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","Peak bloom",2019-04-14,104,2019,153.04,"M. sargentiana","'Chyverton Dark'"
"1470",1470,67,"E7•","M. campbellii","1979-0244.01","Peak bloom",2019-04-03,93,2019,107.31,"M. campbellii","botanical species"
"1471",1471,71,"BC•","M. zenii","1986-0146.01","Peak bloom",2019-03-27,86,2019,75.41,"M. zenii","botanical species"
"1472",1472,73,"A2•","M. cylindrica","1982-0947.01","Peak bloom",2019-04-10,100,2019,141.54,"M. cylindrica","botanical species"
"1473",1473,75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","Peak bloom",2019-04-10,100,2019,141.54,"M. denudata","'Wada's Japanese Clone'"
"1474",1474,76,"G6•","M. cylindrica","1992-0484.02","Peak bloom",2019-04-21,111,2019,187.14,"M. cylindrica","botanical species"
"1475",1475,78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","Peak bloom",2019-03-27,86,2019,75.41,"M. sprengeri","'Eric Savill'"
"1476",1476,2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First tepal drop",2019-03-31,90,2019,92.16,"M. sprengeri","'Diva'"
"1477",1477,3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First tepal drop",2019-03-31,90,2019,92.16,"M. sargentiana","'Blood Moon'"
"1478",1478,14,"C7•","M. sargentiana","1988-0065.01","First tepal drop",2019-03-31,90,2019,92.16,"M. sargentiana","botanical species"
"1479",1479,16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First tepal drop",2019-04-07,97,2019,129.3,"M. dawsoniana","'Chyverton Red'"
"1480",1480,22,"DB•","M. sprengeri","1980-0041.01","First tepal drop",2019-04-07,97,2019,129.3,"M. sprengeri","botanical species"
"1481",1481,27,"H3•","M. campbellii","1982-0939.06","First tepal drop",2019-04-21,111,2019,187.14,"M. campbellii","botanical species"
"1482",1482,34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First tepal drop",2019-04-07,97,2019,129.3,"M. sprengeri","'Claret Cup'"
"1483",1483,38,"D2•","M. sargentiana","1982-1437.04","First tepal drop",2019-03-31,90,2019,92.16,"M. sargentiana","botanical species"
"1484",1484,39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First tepal drop",2019-04-03,93,2019,107.31,"M. denudata","'Forrest's Pink'"
"1485",1485,44,"D6•","M. campbellii","1974-1054.01","First tepal drop",2019-04-14,104,2019,153.04,"M. campbellii","botanical species"
"1486",1486,50,"D5•","M. campbellii","1978-0361.01","First tepal drop",2019-03-31,90,2019,92.16,"M. campbellii","botanical species"
"1487",1487,53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First tepal drop",2019-04-07,97,2019,129.3,"M. sprengeri","'Wakehurst'"
"1488",1488,54,"F6•","M. 'Barbara Cook'","1981-0280.01","First tepal drop",2019-03-27,86,2019,75.41,"M. dawsoniana","'Barbara Cook'"
"1489",1489,63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First tepal drop",2019-03-27,86,2019,75.41,"M. dawsoniana","'Clarke'"
"1490",1490,66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First tepal drop",2019-04-10,100,2019,141.54,"M. sargentiana","'Chyverton Dark'"
"1491",1491,71,"BC•","M. zenii","1986-0146.01","First tepal drop",2019-03-27,86,2019,75.41,"M. zenii","botanical species"
"1492",1492,73,"A2•","M. cylindrica","1982-0947.01","First tepal drop",2019-04-14,104,2019,153.04,"M. cylindrica","botanical species"
"1493",1493,75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First tepal drop",2019-04-14,104,2019,153.04,"M. denudata","'Wada's Japanese Clone'"
"1494",1494,76,"G6•","M. cylindrica","1992-0484.02","First tepal drop",2019-04-21,111,2019,187.14,"M. cylindrica","botanical species"
"1495",1495,78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First tepal drop",2019-03-24,83,2019,66.62,"M. sprengeri","'Eric Savill'"
"1496",1496,83,"E8•","M. conifera","1998-0507.02","First tepal drop",2019-06-19,170,2019,NA,"M. conifera","botanical species"
"1497",1497,2,"AC•","M. sprengeri 'Diva'","1982-0954.03","Last tepal drop",2019-05-08,128,2019,286.86,"M. sprengeri","'Diva'"
"1498",1498,3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","Last tepal drop",2019-04-21,111,2019,187.14,"M. sargentiana","'Blood Moon'"
"1499",1499,14,"C7•","M. sargentiana","1988-0065.01","Last tepal drop",2019-05-01,121,2019,234.36,"M. sargentiana","botanical species"
"1500",1500,16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","Last tepal drop",2019-05-08,128,2019,286.86,"M. dawsoniana","'Chyverton Red'"
"1501",1501,27,"H3•","M. campbellii","1982-0939.06","Last tepal drop",2019-05-08,128,2019,286.86,"M. campbellii","botanical species"
"1502",1502,28,"H3•","M. campbellii","1983-0456.01","Last tepal drop",2019-05-08,128,2019,286.86,"M. campbellii","botanical species"
"1503",1503,34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","Last tepal drop",2019-05-08,128,2019,286.86,"M. sprengeri","'Claret Cup'"
"1504",1504,38,"D2•","M. sargentiana","1982-1437.04","Last tepal drop",2019-04-10,100,2019,141.54,"M. sargentiana","botanical species"
"1505",1505,39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","Last tepal drop",2019-04-28,118,2019,218.37,"M. denudata","'Forrest's Pink'"
"1506",1506,44,"D6•","M. campbellii","1974-1054.01","Last tepal drop",2019-04-24,114,2019,203.38,"M. campbellii","botanical species"
"1507",1507,50,"D5•","M. campbellii","1978-0361.01","Last tepal drop",2019-04-24,114,2019,203.38,"M. campbellii","botanical species"
"1508",1508,53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","Last tepal drop",2019-05-08,128,2019,286.86,"M. sprengeri","'Wakehurst'"
"1509",1509,54,"F6•","M. 'Barbara Cook'","1981-0280.01","Last tepal drop",2019-04-24,114,2019,203.38,"M. dawsoniana","'Barbara Cook'"
"1510",1510,63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","Last tepal drop",2019-04-28,118,2019,218.37,"M. dawsoniana","'Clarke'"
"1511",1511,66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","Last tepal drop",2019-04-24,114,2019,203.38,"M. sargentiana","'Chyverton Dark'"
"1512",1512,67,"E7•","M. campbellii","1979-0244.01","Last tepal drop",2019-04-10,100,2019,141.54,"M. campbellii","botanical species"
"1513",1513,71,"BC•","M. zenii","1986-0146.01","Last tepal drop",2019-04-21,111,2019,187.14,"M. zenii","botanical species"
"1514",1514,73,"A2•","M. cylindrica","1982-0947.01","Last tepal drop",2019-05-01,121,2019,234.36,"M. cylindrica","botanical species"
"1515",1515,75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","Last tepal drop",2019-04-28,118,2019,218.37,"M. denudata","'Wada's Japanese Clone'"
"1516",1516,76,"G6•","M. cylindrica","1992-0484.02","Last tepal drop",2019-04-28,118,2019,218.37,"M. cylindrica","botanical species"
"1517",1517,78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","Last tepal drop",2019-05-01,121,2019,234.36,"M. sprengeri","'Eric Savill'"
"1518",1518,2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First green seen",2019-04-14,104,2019,153.04,"M. sprengeri","'Diva'"
"1519",1519,3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First green seen",2019-04-10,100,2019,141.54,"M. sargentiana","'Blood Moon'"
"1520",1520,6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","First green seen",2019-04-14,104,2019,153.04,"M. campbellii","'Borde Hill'"
"1521",1521,7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","First green seen",2019-04-14,104,2019,153.04,"M. campbellii","'Lanarth'"
"1522",1522,14,"C7•","M. sargentiana","1988-0065.01","First green seen",2019-04-07,97,2019,129.3,"M. sargentiana","botanical species"
"1523",1523,16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First green seen",2019-04-10,100,2019,141.54,"M. dawsoniana","'Chyverton Red'"
"1524",1524,22,"DB•","M. sprengeri","1980-0041.01","First green seen",2019-04-10,100,2019,141.54,"M. sprengeri","botanical species"
"1525",1525,27,"H3•","M. campbellii","1982-0939.06","First green seen",2019-04-24,114,2019,203.38,"M. campbellii","botanical species"
"1526",1526,28,"H3•","M. campbellii","1983-0456.01","First green seen",2019-04-17,107,2019,163.69,"M. campbellii","botanical species"
"1527",1527,29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","First green seen",2019-05-08,128,2019,286.86,"M. campbellii (Alba Group)","'Ethel Hillier'"
"1528",1528,34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First green seen",2019-04-10,100,2019,141.54,"M. sprengeri","'Claret Cup'"
"1529",1529,38,"D2•","M. sargentiana","1982-1437.04","First green seen",2019-04-07,97,2019,129.3,"M. sargentiana","botanical species"
"1530",1530,39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First green seen",2019-04-07,97,2019,129.3,"M. denudata","'Forrest's Pink'"
"1531",1531,44,"D6•","M. campbellii","1974-1054.01","First green seen",2019-04-14,104,2019,153.04,"M. campbellii","botanical species"
"1532",1532,50,"D5•","M. campbellii","1978-0361.01","First green seen",2019-04-14,104,2019,153.04,"M. campbellii","botanical species"
